,track_name,album,artist,release_date,length,popularity,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,time_signature_x,genre,danceability_y,energy_y,key_y,loudness_y,mode_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,time_signature_y,predicted_genre,actual_genre
11124,Kassiande - Marc Romboy Remix,Kassiande,Gorge,2008-11-23,484546,0,0.868,0.525,6,-9.148,0,0.0974,0.00439,0.85,0.0986,0.266,123.012,4,electronic,0.868,0.525,6.0,-9.148,0.0,0.0974,0.00439,0.85,0.0986,0.266,123.012,4.0,4.0,4.0
11125,... Even Though You're With Another Girl - Kollektiv Turmstrasse Remix,... Even Though You're With Another Girl,trentemøller,2010-09-08,484546,0,0.893,0.654,11,-12.061,0,0.0721,0.0361,0.586,0.127,0.718,125.01799999999999,4,electronic,0.868,0.525,6.0,-9.148,0.0,0.0974,0.00439,0.85,0.0986,0.266,123.012,4.0,4.0,4.0
11127,Doomsday - Joris Delacroix Remix,Doomsday (feat. Mister K) [Original],Greg Delon,2012-12-21,412000,1,0.762,0.621,0,-9.119,1,0.0366,0.000392,0.0756,0.0728,0.456,114.99700000000001,4,electronic,0.762,0.621,0.0,-9.119,1.0,0.0366,0.000392,0.0756,0.0728,0.456,114.99700000000001,4.0,4.0,4.0
11131,Drone Logic,Drone Logic,Daniel Avery,2013-10-07,429453,46,0.648,0.7120000000000001,9,-7.222,1,0.0333,0.131,0.843,0.287,0.10400000000000001,114.027,4,electronic,0.648,0.7120000000000001,9.0,-7.222,1.0,0.0333,0.131,0.843,0.287,0.10400000000000001,114.027,4.0,4.0,4.0
11146,Agatha,Epikur EP,DAVID AUGUST,2014-03-31,433586,0,0.61,0.594,11,-11.788,0,0.0351,0.0040799999999999,0.88,0.29600000000000004,0.493,117.00399999999999,4,electronic,0.61,0.594,11.0,-11.788,0.0,0.0351,0.0040799999999999,0.88,0.29600000000000004,0.493,117.00399999999999,4.0,4.0,4.0
11154,People - Orginal Version,People,Sascha Braemer,2011-04-25,354523,0,0.898,0.528,9,-9.75,0,0.0709,0.0172,0.9079999999999999,0.0824,0.267,126.007,4,electronic,0.898,0.528,9.0,-9.75,0.0,0.0709,0.0172,0.9079999999999999,0.0824,0.267,126.007,4.0,4.0,4.0
11165,Ozma,Indigo Child,Öona Dahl,2015-05-18,191002,0,0.474,0.278,9,-15.220999999999998,1,0.034,0.968,0.8390000000000001,0.59,0.0391,110.402,4,electronic,0.474,0.278,9.0,-15.220999999999998,1.0,0.034,0.968,0.8390000000000001,0.59,0.0391,110.402,4.0,2.0,4.0
11166,Shake the Birds of the Tree,Shake the Birds of the Tree,Powel,2013-03-15,458822,0,0.826,0.6779999999999999,0,-10.470999999999998,0,0.0589,0.00103,0.87,0.0756,0.391,121.0,4,electronic,0.826,0.6779999999999999,0.0,-10.470999999999998,0.0,0.0589,0.00103,0.87,0.0756,0.391,121.0,4.0,4.0,4.0
11173,Papo - Lake People Remix,Papo EP,Nutia,2013-07-13,434481,9,0.8590000000000001,0.7859999999999999,2,-10.96,0,0.0409,0.24,0.736,0.127,0.502,119.993,4,electronic,0.8590000000000001,0.7859999999999999,2.0,-10.96,0.0,0.0409,0.24,0.736,0.127,0.502,119.993,4.0,4.0,4.0
11175,Tape Burn - Original Mix,Placement EP,Midland,2012-04-30,302782,0,0.7559999999999999,0.7070000000000001,0,-12.46,1,0.0385,0.158,0.8540000000000001,0.142,0.174,116.0,4,electronic,0.7559999999999999,0.7070000000000001,0.0,-12.46,1.0,0.0385,0.158,0.8540000000000001,0.142,0.174,116.0,4.0,4.0,4.0
11179,Hühnergott,Spülsaum,Dominik Eulberg,2015-05-08,558732,0,0.6609999999999999,0.495,6,-12.367,1,0.0383,0.439,0.909,0.239,0.14300000000000002,120.005,4,electronic,0.6609999999999999,0.495,6.0,-12.367,1.0,0.0383,0.439,0.909,0.239,0.14300000000000002,120.005,4.0,4.0,4.0
11192,Devil's Elbow - Max Cooper Remix,Devil's Elbow,Nick Warren,2014-03-03,556000,9,0.551,0.741,5,-13.911,1,0.0346,0.34700000000000003,0.835,0.1119999999999999,0.142,121.999,4,electronic,0.551,0.741,5.0,-13.911,1.0,0.0346,0.34700000000000003,0.835,0.1119999999999999,0.142,121.999,4.0,4.0,4.0
11194,You're Mine - Original Mix,You're Mine,Raving George,2015-03-02,331240,0,0.741,0.474,10,-9.362,0,0.0383,0.0395,0.414,0.0946,0.175,107.98299999999999,4,electronic,0.741,0.474,10.0,-9.362,0.0,0.0383,0.0395,0.414,0.0946,0.175,107.98299999999999,4.0,4.0,4.0
11198,Smash (Live Version Remastered),Live Series Vol. 1,Gabriel Ananda,2011-05-09,620153,0,0.703,0.9,9,-11.385,1,0.0792,0.00134,0.853,0.517,0.1669999999999999,127.993,4,electronic,0.703,0.9,9.0,-11.385,1.0,0.0792,0.00134,0.853,0.517,0.1669999999999999,127.993,4.0,4.0,4.0
11200,Boundaries - Christian Löffler remix,Boundaries,Primal,2015-02-23,426779,0,0.81,0.5329999999999999,5,-10.44,0,0.0416,0.0548,0.914,0.0844,0.131,120.029,4,electronic,0.81,0.5329999999999999,5.0,-10.44,0.0,0.0416,0.0548,0.914,0.0844,0.131,120.029,4.0,4.0,4.0
11204,Talking to the Birds - Original,Watergate X,Various Artists,2012-11-09,418158,0,0.7759999999999999,0.627,4,-12.11,0,0.0424,0.107,0.924,0.10300000000000001,0.299,123.99700000000001,4,electronic,0.7759999999999999,0.627,4.0,-12.11,0.0,0.0424,0.107,0.924,0.10300000000000001,0.299,123.99700000000001,4.0,4.0,4.0
11206,Acamar,Acamar EP,Frankey & Sandrino,2015-07-13,500549,42,0.777,0.7390000000000001,9,-9.089,1,0.039,0.00212,0.868,0.109,0.2019999999999999,119.992,4,electronic,0.777,0.7390000000000001,9.0,-9.089,1.0,0.039,0.00212,0.868,0.109,0.2019999999999999,119.992,4.0,4.0,4.0
11207,10%,10%/20%,Nic Fanciulli,2009-07-28,562560,16,0.8190000000000001,0.51,7,-10.674000000000001,0,0.0683,0.000129,0.77,0.064,0.502,125.99799999999999,4,electronic,0.8190000000000001,0.51,7.0,-10.674000000000001,0.0,0.0683,0.000129,0.77,0.064,0.502,125.99799999999999,4.0,4.0,4.0
11217,The Sky Was Pink - Holden Remix,The Sky Was Pink,Nathan Fake,2004-08-23,570586,0,0.7859999999999999,0.5379999999999999,1,-12.98,0,0.0599,0.000263,0.897,0.0818,0.0932,123.961,3,electronic,0.7859999999999999,0.5379999999999999,1.0,-12.98,0.0,0.0599,0.000263,0.897,0.0818,0.0932,123.961,3.0,4.0,4.0
11218,Serenity,Serenity,Popof,2009-03-23,428976,41,0.602,0.8740000000000001,6,-7.457999999999998,1,0.0475,0.6890000000000001,0.9229999999999999,0.10300000000000001,0.0611,127.007,4,electronic,0.602,0.8740000000000001,6.0,-7.457999999999998,1.0,0.0475,0.6890000000000001,0.9229999999999999,0.10300000000000001,0.0611,127.007,4.0,4.0,4.0
11223,A Thousand Nights - Original Mix,A Thousand Nights,Various Artists,2007-11-12,456700,37,0.688,0.534,9,-10.534,0,0.0392,0.0372,0.938,0.11900000000000001,0.642,127.999,4,electronic,0.688,0.534,9.0,-10.534,0.0,0.0392,0.0372,0.938,0.11900000000000001,0.642,127.999,4.0,4.0,4.0
11224,Dubmission,"Totally Mobilee - Anja Schneider Collection, Vol. 2",Anja Schneider,2015-12-23,395209,2,0.823,0.47700000000000004,11,-10.799000000000001,1,0.0969999999999999,0.0703,0.93,0.0994,0.292,121.993,4,electronic,0.823,0.47700000000000004,11.0,-10.799000000000001,1.0,0.0969999999999999,0.0703,0.93,0.0994,0.292,121.993,4.0,4.0,4.0
11230,Conjure Balearia,Conjure One,Maceo Plex,2013-03-31,499253,0,0.787,0.7879999999999999,2,-9.593,1,0.0368,0.0112,0.863,0.266,0.0526,121.992,4,electronic,0.787,0.7879999999999999,2.0,-9.593,1.0,0.0368,0.0112,0.863,0.266,0.0526,121.992,4.0,4.0,4.0
11234,Moan - Trentemøller Dub Remix,Early Worx,trentemøller,2009-02-01,442188,20,0.746,0.4589999999999999,1,-13.505999999999998,1,0.066,0.196,0.871,0.182,0.35100000000000003,120.015,4,electronic,0.746,0.4589999999999999,1.0,-13.505999999999998,1.0,0.066,0.196,0.871,0.182,0.35100000000000003,120.015,4.0,4.0,4.0
11242,Four Tone Reflections,Chromos,Max Cooper,2017-05-26,755450,20,0.696,0.735,2,-14.402000000000001,1,0.0364,0.409,0.9209999999999999,0.11,0.0333,116.0,4,electronic,0.696,0.735,2.0,-14.402000000000001,1.0,0.0364,0.409,0.9209999999999999,0.11,0.0333,116.0,4.0,4.0,4.0
11243,In Another Room,A Moot Point,Pional,2010-02-11,454265,8,0.861,0.601,3,-7.402,1,0.11,0.0145,0.853,0.0559,0.276,107.01899999999999,4,electronic,0.861,0.601,3.0,-7.402,1.0,0.11,0.0145,0.853,0.0559,0.276,107.01899999999999,4.0,4.0,4.0
11246,Love Inc,Eve,Booka Shade,2013-12-13,361000,26,0.782,0.736,5,-9.004,0,0.0511,0.00818,0.8490000000000001,0.858,0.11900000000000001,122.99799999999999,4,electronic,0.782,0.736,5.0,-9.004,0.0,0.0511,0.00818,0.8490000000000001,0.858,0.11900000000000001,122.99799999999999,4.0,4.0,4.0
11247,My Way,Get Lost 4 Mixed By Damian Lazarus,Various Artists,2011-09-12,321546,0,0.784,0.731,7,-9.111,0,0.0497,0.0557,0.794,0.109,0.777,122.435,4,electronic,0.784,0.731,7.0,-9.111,0.0,0.0497,0.0557,0.794,0.109,0.777,122.435,4.0,4.0,4.0
11257,Angel - Radio Edit,Angel,Noir & Hayze,2014-03-28,211765,0,0.703,0.722,7,-10.455,1,0.0421,0.000684,0.7959999999999999,0.11900000000000001,0.237,124.00399999999999,4,electronic,0.703,0.722,7.0,-10.455,1.0,0.0421,0.000684,0.7959999999999999,0.11900000000000001,0.237,124.00399999999999,4.0,4.0,4.0
11258,Scala - Original,Scala EP,Agoria,2013-09-23,502002,46,0.722,0.619,2,-8.533,1,0.0397,0.000174,0.499,0.183,0.303,124.00399999999999,4,electronic,0.722,0.619,2.0,-8.533,1.0,0.0397,0.000174,0.499,0.183,0.303,124.00399999999999,4.0,4.0,4.0
11266,Moan,Moan,trentemøller,2004,351326,23,0.648,0.475,5,-15.807,0,0.0367,0.21,0.868,0.0777,0.102,119.99799999999999,4,electronic,0.648,0.475,5.0,-15.807,0.0,0.0367,0.21,0.868,0.0777,0.102,119.99799999999999,4.0,4.0,4.0
11270,Wahiba - Original,Caddo,Kora (CA),2017-04-24,441866,30,0.903,0.315,2,-14.064,1,0.086,0.0566,0.79,0.0827,0.192,115.015,4,electronic,0.903,0.315,2.0,-14.064,1.0,0.086,0.0566,0.79,0.0827,0.192,115.015,4.0,4.0,4.0
11275,Niv - Ninze & Okaxy Remix,Niv (Remixes),Geju,2016-10-14,408000,23,0.46,0.452,7,-11.865,1,0.0408,0.731,0.93,0.14,0.0892,196.017,4,electronic,0.46,0.452,7.0,-11.865,1.0,0.0408,0.731,0.93,0.14,0.0892,196.017,4.0,0.0,4.0
11283,Caillou,The Seven Year Itch,Solee,2013-12-13,586276,8,0.6990000000000001,0.41700000000000004,10,-12.003,0,0.0402,0.0012699999999999,0.895,0.0964,0.11,124.01100000000001,4,electronic,0.6990000000000001,0.41700000000000004,10.0,-12.003,0.0,0.0402,0.0012699999999999,0.895,0.0964,0.11,124.01100000000001,4.0,4.0,4.0
11291,Carong,Stay,959er,2014-09-08,515887,34,0.774,0.3879999999999999,9,-13.995,0,0.0614,0.0212,0.799,0.198,0.0781,107.00200000000001,4,electronic,0.774,0.3879999999999999,9.0,-13.995,0.0,0.0614,0.0212,0.799,0.198,0.0781,107.00200000000001,4.0,4.0,4.0
11305,Gemini Bridges,Gemini Bridges / Room 4242,Lexer,2020-10-27,285488,40,0.628,0.925,2,-7.16,1,0.036000000000000004,0.317,0.8,0.155,0.0881,124.01100000000001,4,electronic,0.628,0.925,2.0,-7.16,1.0,0.036000000000000004,0.317,0.8,0.155,0.0881,124.01100000000001,4.0,4.0,4.0
11311,Aldebaran - Original,Inevitable Ending,Armen Miran,2016-09-26,416188,50,0.8009999999999999,0.63,2,-9.789,1,0.042,0.0455,0.867,0.098,0.231,116.007,4,electronic,0.8009999999999999,0.63,2.0,-9.789,1.0,0.042,0.0455,0.867,0.098,0.231,116.007,4.0,4.0,4.0
11313,Stone Flower - Original,Stone Flower,Namito,2019-05-27,468816,40,0.7509999999999999,0.621,7,-9.689,1,0.0482,0.000334,0.608,0.1159999999999999,0.14800000000000002,113.99700000000001,4,electronic,0.7509999999999999,0.621,7.0,-9.689,1.0,0.0482,0.000334,0.608,0.1159999999999999,0.14800000000000002,113.99700000000001,4.0,4.0,4.0
11325,Belle - Orginal Version,People,Sascha Braemer,2011-04-25,454271,0,0.8109999999999999,0.563,9,-9.876,0,0.106,0.000127,0.847,0.0555,0.36700000000000005,126.01299999999999,4,electronic,0.8109999999999999,0.563,9.0,-9.876,0.0,0.106,0.000127,0.847,0.0555,0.36700000000000005,126.01299999999999,4.0,4.0,4.0
11330,Manaus Madness - Marek Hemmann Remix,"Auto.Matic.Music - Electronic Flashback, Vol. 2",Various Artists,2011-04-15,399188,0,0.8109999999999999,0.48100000000000004,9,-11.027000000000001,0,0.162,0.146,0.9179999999999999,0.102,0.5329999999999999,125.609,4,electronic,0.8109999999999999,0.48100000000000004,9.0,-11.027000000000001,0.0,0.162,0.146,0.9179999999999999,0.102,0.5329999999999999,125.609,4.0,4.0,4.0
11331,Reflections - Original,Bedrock Eleven,Christian Smith,2009-10-12,528493,18,0.764,0.759,0,-9.306000000000001,1,0.0558,0.0745,0.9009999999999999,0.0949,0.42100000000000004,123.985,4,electronic,0.764,0.759,0.0,-9.306000000000001,1.0,0.0558,0.0745,0.9009999999999999,0.0949,0.42100000000000004,123.985,4.0,4.0,4.0
11332,Dreamer - Orginal Version,Romantic Thrills,Niconé,2011-11-11,385109,0,0.805,0.578,11,-9.372,1,0.0763,0.0002569999999999,0.8640000000000001,0.0807,0.705,122.99600000000001,4,electronic,0.805,0.578,11.0,-9.372,1.0,0.0763,0.0002569999999999,0.8640000000000001,0.0807,0.705,122.99600000000001,4.0,4.0,4.0
11334,Ey,Ey! / Seensucht,Turm 3,2011-05-06,433284,0,0.8029999999999999,0.551,0,-9.607000000000001,1,0.0628,0.0001199999999999,0.873,0.16,0.17300000000000001,124.99799999999999,4,electronic,0.8029999999999999,0.551,0.0,-9.607000000000001,1.0,0.0628,0.0001199999999999,0.873,0.16,0.17300000000000001,124.99799999999999,4.0,4.0,4.0
11335,Everyday Life - Olectronic`s Lifeguard Remix,Best In Minimal And Tech-House 2011,Various Artists,2011-12-22,454277,4,0.893,0.659,2,-10.335,0,0.0535,0.00144,0.828,0.1969999999999999,0.544,126.965,4,electronic,0.893,0.659,2.0,-10.335,0.0,0.0535,0.00144,0.828,0.1969999999999999,0.544,126.965,4.0,4.0,4.0
11338,I Might - Murat Kilic Remix,I Might,Oliver Koletzki & Fran,2010-11-26,383916,0,0.868,0.442,8,-7.88,1,0.0561,0.0475,0.7709999999999999,0.0997,0.325,126.006,4,electronic,0.868,0.442,8.0,-7.88,1.0,0.0561,0.0475,0.7709999999999999,0.0997,0.325,126.006,4.0,4.0,4.0
11345,Passengers,Only Our Hearts to Lose,Marian,2011-06-17,311318,0,0.696,0.484,10,-14.98,0,0.0504,0.467,0.836,0.128,0.34,125.99,4,electronic,0.696,0.484,10.0,-14.98,0.0,0.0504,0.467,0.836,0.128,0.34,125.99,4.0,4.0,4.0
11360,Everything So Clear - Marek Hemmann Remix,Hier Ist Berlin... 2! - German Electronic Undergound Vol. 5,Various Artists,2010-05-21,499470,0,0.7809999999999999,0.715,1,-8.826,0,0.0468,0.14400000000000002,0.885,0.0795,0.552,128.043,3,electronic,0.7809999999999999,0.715,1.0,-8.826,0.0,0.0468,0.14400000000000002,0.885,0.0795,0.552,128.043,3.0,4.0,4.0
11361,Again,Again,Daniel Bortz,2011-09-15,506853,0,0.875,0.703,0,-8.213,1,0.0618,0.0207,0.914,0.0648,0.71,125.009,4,electronic,0.875,0.703,0.0,-8.213,1.0,0.0618,0.0207,0.914,0.0648,0.71,125.009,4.0,4.0,4.0
11372,Left - Original,Bermuda 2010 Presents City Sound Berlin,Various Artists,2010-11-05,478182,0,0.755,0.515,7,-11.413,1,0.0646,0.159,0.769,0.102,0.27,127.001,4,electronic,0.755,0.515,7.0,-11.413,1.0,0.0646,0.159,0.769,0.102,0.27,127.001,4.0,4.0,4.0
11373,Hooray,Bittersweet,Marek Hemmann,2013-08-09,335737,0,0.75,0.695,7,-10.265999999999998,1,0.174,0.00387,0.853,0.37200000000000005,0.40700000000000003,125.014,4,electronic,0.75,0.695,7.0,-10.265999999999998,1.0,0.174,0.00387,0.853,0.37200000000000005,0.40700000000000003,125.014,4.0,4.0,4.0
11374,Ratis,Bittersweet,Marek Hemmann,2013-08-09,317278,0,0.544,0.622,0,-9.744,1,0.0594,0.11,0.846,0.188,0.0694,127.012,4,electronic,0.544,0.622,0.0,-9.744,1.0,0.0594,0.11,0.846,0.188,0.0694,127.012,4.0,4.0,4.0
11376,Youth Edit,Youth Edit,Markus Toepfer,2013-07-15,343113,0,0.804,0.581,9,-11.119000000000002,1,0.0467,0.0101,0.685,0.115,0.375,127.061,4,electronic,0.804,0.581,9.0,-11.119000000000002,1.0,0.0467,0.0101,0.685,0.115,0.375,127.061,4.0,4.0,4.0
11378,Wayfaring Stranger - AKA AKA & Thalstroem Remix,Wayfaring Stranger EP,Joachim Pastor,2013-09-09,393380,0,0.78,0.516,0,-7.1320000000000014,1,0.0391,0.0231,0.7440000000000001,0.0936,0.542,123.999,4,electronic,0.78,0.516,0.0,-7.1320000000000014,1.0,0.0391,0.0231,0.7440000000000001,0.0936,0.542,123.999,4.0,4.0,4.0
11379,Feel Good - Original,Feel Good,Emil Berliner,2012-09-08,407804,0,0.897,0.377,11,-12.193,1,0.0754,0.015,0.878,0.0848,0.5429999999999999,122.97399999999999,4,electronic,0.897,0.377,11.0,-12.193,1.0,0.0754,0.015,0.878,0.0848,0.5429999999999999,122.97399999999999,4.0,4.0,4.0
11384,Kids - Stimming Remix,What i do - Remixes,Ian Pooley,2013-07-17,438513,0,0.9129999999999999,0.292,11,-12.322000000000001,0,0.44,0.0213,0.0153,0.0843,0.536,122.016,4,electronic,0.9129999999999999,0.292,11.0,-12.322000000000001,0.0,0.44,0.0213,0.0153,0.0843,0.536,122.016,4.0,4.0,4.0
11390,Der Zauber Des Fräulein Ludmilla - Jonas Woehl Remix,Der Zauber Des Fräulein Ludmilla (Jonas Woehl Remix),Stefan Trummer,2013-09-06,515309,2,0.887,0.322,3,-18.750999999999998,0,0.1,0.1,0.898,0.0826,0.605,125.046,4,electronic,0.887,0.322,3.0,-18.750999999999998,0.0,0.1,0.1,0.898,0.0826,0.605,125.046,4.0,4.0,4.0
11394,Puki,Feuerfalter Part 02,Boris Brejcha,2014-02-21,432000,26,0.887,0.392,5,-11.968,0,0.327,0.0038399999999999,0.8420000000000001,0.10800000000000001,0.3879999999999999,124.994,4,electronic,0.887,0.392,5.0,-11.968,0.0,0.327,0.0038399999999999,0.8420000000000001,0.10800000000000001,0.3879999999999999,124.994,4.0,4.0,4.0
11400,Mt. Grace,Young Alaska,Christian Löffler,2014-04-21,273025,0,0.501,0.7140000000000001,1,-10.675,1,0.0349,3.53e-05,0.762,0.312,0.0691,121.98299999999999,4,electronic,0.501,0.7140000000000001,1.0,-10.675,1.0,0.0349,3.53e-05,0.762,0.312,0.0691,121.98299999999999,4.0,1.0,4.0
11409,Passengers (Jesper Ryom Remix),Only Our Hearts to Lose (Remixes),Marian,2013-02-15,418149,0,0.857,0.677,6,-8.337,1,0.0698,0.00225,0.8029999999999999,0.125,0.57,125.986,4,electronic,0.857,0.677,6.0,-8.337,1.0,0.0698,0.00225,0.8029999999999999,0.125,0.57,125.986,4.0,4.0,4.0
11414,Astor - Shur-I-Kan Remix,Astor,Robert Babicz,2009-11-11,432938,15,0.8370000000000001,0.605,0,-8.773,1,0.0433,0.0596,0.885,0.106,0.183,125.00299999999999,4,electronic,0.8370000000000001,0.605,0.0,-8.773,1.0,0.0433,0.0596,0.885,0.106,0.183,125.00299999999999,4.0,4.0,4.0
11415,Eiszauber,Future Sounds Of Jazz Vol.11,Various Artists,2007-11-05,512960,0,0.78,0.4379999999999999,0,-11.200999999999999,1,0.12300000000000001,0.0113,0.8690000000000001,0.109,0.258,124.07,4,electronic,0.78,0.4379999999999999,0.0,-11.200999999999999,1.0,0.12300000000000001,0.0113,0.8690000000000001,0.109,0.258,124.07,4.0,4.0,4.0
11420,Love It Again - Original Mix,Love It Again,Peter Juergens,2012-11-26,443059,10,0.938,0.47700000000000004,5,-7.905,0,0.245,0.000993,0.7859999999999999,0.0954,0.209,124.991,4,electronic,0.938,0.47700000000000004,5.0,-7.905,0.0,0.245,0.000993,0.7859999999999999,0.0954,0.209,124.991,4.0,4.0,4.0
11427,Sparta,Sparta,Ten Walls,2015-05-03,355122,0,0.675,0.73,5,-10.927999999999999,0,0.0367,0.000924,0.892,0.0348,0.7829999999999999,120.00399999999999,3,electronic,0.675,0.73,5.0,-10.927999999999999,0.0,0.0367,0.000924,0.892,0.0348,0.7829999999999999,120.00399999999999,3.0,4.0,4.0
11428,Loom,Loom,Aparde,2015-01-30,532044,0,0.612,0.426,11,-11.808,0,0.221,0.0207,0.919,0.36200000000000004,0.1939999999999999,120.001,4,electronic,0.612,0.426,11.0,-11.808,0.0,0.221,0.0207,0.919,0.36200000000000004,0.1939999999999999,120.001,4.0,4.0,4.0
11442,Eisberg (Hemal),A Forest,Christian Löffler,2012-06-18,233093,0,0.7829999999999999,0.396,8,-10.759,0,0.155,0.618,0.9520000000000001,0.10800000000000001,0.429,126.041,4,electronic,0.7829999999999999,0.396,8.0,-10.759,0.0,0.155,0.618,0.9520000000000001,0.10800000000000001,0.429,126.041,4.0,4.0,4.0
11447,Between the Lines - Original Mix,Between EP,Just Emma,2014-08-14,542249,0,0.8059999999999999,0.42100000000000004,0,-12.964,1,0.0682,0.0575,0.878,0.11,0.10300000000000001,124.00399999999999,4,electronic,0.8059999999999999,0.42100000000000004,0.0,-12.964,1.0,0.0682,0.0575,0.878,0.11,0.10300000000000001,124.00399999999999,4.0,4.0,4.0
11448,Grab Your Shoes,The Owl and the Butterfly,Robert Babicz,2013-06-21,389481,6,0.802,0.8270000000000001,5,-9.422,0,0.0554,0.009170000000000001,0.9009999999999999,0.0732,0.3329999999999999,125.001,4,electronic,0.802,0.8270000000000001,5.0,-9.422,0.0,0.0554,0.009170000000000001,0.9009999999999999,0.0732,0.3329999999999999,125.001,4.0,4.0,4.0
11450,"Cork - 12""",Cork,Joseph Ashworth,2015-06-22,405220,18,0.843,0.494,11,-12.254000000000001,0,0.0745,0.0023899999999999,0.41,0.0646,0.384,123.999,3,electronic,0.843,0.494,11.0,-12.254000000000001,0.0,0.0745,0.0023899999999999,0.41,0.0646,0.384,123.999,3.0,4.0,4.0
11451,Sawdust,Grain,Joseph Ashworth,2015-07-06,235456,7,0.852,0.8390000000000001,6,-9.375,1,0.153,0.0312,0.879,0.111,0.445,123.999,4,electronic,0.852,0.8390000000000001,6.0,-9.375,1.0,0.153,0.0312,0.879,0.111,0.445,123.999,4.0,4.0,4.0
11454,Stupid Guy (Original),Schlepp Geist - Stupid Guy,Schlepp Geist,2010-11-19,375828,5,0.857,0.467,4,-12.751,0,0.0929,0.2189999999999999,0.624,0.10800000000000001,0.0907,124.992,4,electronic,0.857,0.467,4.0,-12.751,0.0,0.0929,0.2189999999999999,0.624,0.10800000000000001,0.0907,124.992,4.0,4.0,4.0
11459,True Friends,Pain & Love EP,Tobia Coffa,2011-12-21,355709,0,0.7929999999999999,0.821,11,-10.536,0,0.0481,0.000328,0.838,0.131,0.5760000000000001,120.02,4,electronic,0.7929999999999999,0.821,11.0,-10.536,0.0,0.0481,0.000328,0.838,0.131,0.5760000000000001,120.02,4.0,4.0,4.0
11467,Deine Distanz - Original,Rebellion Der Träumer,Kollektiv Turmstrasse,2010-11-19,358520,0,0.731,0.307,9,-20.759,0,0.0462,0.9129999999999999,0.843,0.106,0.495,122.55799999999999,4,electronic,0.731,0.307,9.0,-20.759,0.0,0.0462,0.9129999999999999,0.843,0.106,0.495,122.55799999999999,4.0,0.0,4.0
11478,Zum Schafott,Berliner Wechselseitige,Emil Berliner,2010-12-17,382900,13,0.7659999999999999,0.574,9,-11.684000000000001,0,0.0777,0.168,0.843,0.113,0.34600000000000003,131.012,4,electronic,0.7659999999999999,0.574,9.0,-11.684000000000001,0.0,0.0777,0.168,0.843,0.113,0.34600000000000003,131.012,4.0,4.0,4.0
11493,Entrückung - Aparde Remix,Entrückung,Bongbeck,2013-06-12,585365,3,0.7290000000000001,0.268,9,-18.68,0,0.0596,0.645,0.924,0.10800000000000001,0.273,122.988,4,electronic,0.7290000000000001,0.268,9.0,-18.68,0.0,0.0596,0.645,0.924,0.10800000000000001,0.273,122.988,4.0,4.0,4.0
11497,Make You Mine - Original Mix,Make You Mine EP,Justin Jay,2016-06-10,476221,32,0.7390000000000001,0.4379999999999999,0,-14.503,1,0.0431,0.244,0.0791,0.589,0.0567,126.009,4,electronic,0.7390000000000001,0.4379999999999999,0.0,-14.503,1.0,0.0431,0.244,0.0791,0.589,0.0567,126.009,4.0,4.0,4.0
11499,Pressing Matters - Robag's Pinvoldex Sull NB,Pressing Matters,The Cyclist,2016-09-02,469871,0,0.805,0.698,7,-12.509,0,0.0451,0.0006799999999999,0.9209999999999999,0.324,0.415,123.01799999999999,4,electronic,0.805,0.698,7.0,-12.509,0.0,0.0451,0.0006799999999999,0.9209999999999999,0.324,0.415,123.01799999999999,4.0,4.0,4.0
11501,Barac,Relatively Definitely,Oliver Schories,2016-04-01,375913,26,0.8370000000000001,0.465,2,-11.949000000000002,1,0.0707,0.0509,0.856,0.1119999999999999,0.185,123.00200000000001,4,electronic,0.8370000000000001,0.465,2.0,-11.949000000000002,1.0,0.0707,0.0509,0.856,0.1119999999999999,0.185,123.00200000000001,4.0,4.0,4.0
11505,Floating Orbits,A Collection of Unreleased Pearls,trndmsk,2014-12-12,421329,0,0.807,0.69,7,-8.282,1,0.0537,0.000197,0.872,0.0681,0.8109999999999999,123.99,4,electronic,0.807,0.69,7.0,-8.282,1.0,0.0537,0.000197,0.872,0.0681,0.8109999999999999,123.99,4.0,4.0,4.0
11507,Hydra,A Collection of Unreleased Summer Pearls,Various Artists,2015-06-26,481159,0,0.8290000000000001,0.498,5,-13.669,0,0.0684,0.013000000000000001,0.843,0.0906,0.3779999999999999,122.68799999999999,4,electronic,0.8290000000000001,0.498,5.0,-13.669,0.0,0.0684,0.013000000000000001,0.843,0.0906,0.3779999999999999,122.68799999999999,4.0,4.0,4.0
11514,Thinking Fast & Slow - Powel Remix,Thinking Fast & Slow (Powel Remix),FREE.D,2016-09-26,412724,5,0.833,0.389,5,-11.969000000000001,0,0.0652,0.0471,0.9059999999999999,0.0933,0.4629999999999999,119.99700000000001,4,electronic,0.833,0.389,5.0,-11.969000000000001,0.0,0.0652,0.0471,0.9059999999999999,0.0933,0.4629999999999999,119.99700000000001,4.0,4.0,4.0
11520,Stripped,Full Body Contact EP,Maurice Aymard,2016-01-08,453021,0,0.7440000000000001,0.534,9,-10.547,0,0.0508,0.00558,0.863,0.0752,0.2189999999999999,123.01299999999999,4,electronic,0.7440000000000001,0.534,9.0,-10.547,0.0,0.0508,0.00558,0.863,0.0752,0.2189999999999999,123.01299999999999,4.0,4.0,4.0
